AR,KEY,time,energy,shear_mean,uj_mean,uhc_mean,GBH_MEAN,ALP_MEAN
12108,0,201407031436,-0.4439293857439216,-1.3204244793796829,-0.8510097860851491,-0.1486243547780914,0.196605596643688,-0.11553855479497953
12108,0,201407031512,-0.4328585791869865,-0.8908262086764466,-0.9688485645847958,-0.25741733582666826,-0.07216266807961773,-0.14522078585462628
12108,0,201407031548,-0.4499869968788483,-1.546737536858506,-0.4185637027232385,-0.2009116937311044,0.7725375924793425,0.016619368225155737
12108,0,201407031624,-0.4527721054466307,-1.065419344637452,-0.4224546057869061,-0.051407182353258384,-0.0337672016905742,-0.12128887938959525
12108,0,201407031700,-0.4517973174479069,-1.3959691300872925,-1.0900224028532999,-0.32162383365921443,-0.9552583950276214,-0.12050179792334348
12108,0,201407031736,-0.4396820951780534,-1.118275056178114,-1.327367489737023,-0.2325980173367765,-0.7248855966933593,-0.1659140835805803
12108,0,201407031812,-0.451309923448545,-1.3056990378919422,-1.5524840241349325,-0.42693426211336,-0.8784674622495339,-0.21112033908929828
12108,0,201407031848,-0.44511305688522906,-1.2431187160523816,-1.1205937840678313,-0.3719982211871173,-1.0320493278057086,-0.1804218469599912
12108,0,201407031924,-0.4390554457503024,-1.124330064351734,-0.9071499588609242,-0.07141959726210385,-0.2257445336357924,-0.12641879859316546
12108,0,201407032000,-0.4452523123136182,-1.0379140012226684,-0.1334160924858852,-0.4127097515163865,0.04302373108751338,-0.14324613735253
12108,0,201407032036,-0.4495692305936809,-1.6293830364621118,-0.04281363543191162,-0.6702714933946902,-0.7248855966933593,-0.03982594763253941
12108,0,201407032112,-0.4569497682983042,-1.6929856310723246,0.29124818474869,-0.924939283117058,-0.2641400000248359,-0.20831694010214868
12108,0,201407032148,-0.4492907197369027,-1.867934138811953,-0.255701617344009,-0.8066305949794711,-0.7632810630824033,-0.25854431237645503
12108,0,201407032224,-0.4475500268820387,-0.6851303747828497,1.1000001786967366,-0.7419826468180533,-0.3025354664138794,-0.06658671748509881
12108,0,201407032300,-0.4414227880329174,-1.0765326115853393,-0.2295769824879561,-0.6525153801667438,-0.5713037311371851,-0.10005619936470987
12108,0,201407032336,-0.4442078966006998,-0.4473899482222388,-0.2668184832402026,-0.4922689107863557,-0.07216266807961773,0.011248694690732045
12108,0,201407040012,-0.42485139205461214,-0.3745806207501486,-0.06782658369834599,-0.4838813545377954,-0.6480946639152722,-0.24142297553999054
12108,0,201407040048,-0.42234479434360794,-0.5276893560026503,0.16896265989056627,-0.2551610341457692,0.04302373108751338,-0.1757109328899256
12108,0,201407040124,-0.4107169660731165,-0.7067776928170293,-0.4102260533010931,-0.4432188742450676,-0.6480946639152722,-0.2659336183772656
12108,0,201407040200,-0.3947025918083677,-0.6192259425819376,-0.8615708086865324,-0.7125526248932804,-1.2240266597509266,-0.16443020352214685
12108,0,201407040236,-0.3912212060986397,-0.5924901082284812,-0.31628853647826205,-0.8411618207045378,-1.1472357269728397,-0.22464656558138346
12108,0,201407040312,-0.3786882175436189,-0.774070369999652,0.008879790985385841,-0.7342817910810711,-1.0320493278057086,-0.1481839160805152
12108,0,201407040348,-0.3668515061305437,-0.255475499828746,0.4018610004158119,-0.32598928691138895,-0.3025354664138794,-0.21014806198392846
12108,0,201407040424,-0.33343020331715484,-0.12880187598236825,-0.12896934612740835,-0.6774818487662595,-0.8016765294714469,-0.22176677339309767
12108,0,201407040500,-0.3612812889949789,0.2246425793571138,-0.2023406610422828,-0.6195537556109982,-0.8016765294714469,-0.13977140417357745
12108,0,201407040536,-0.3731180004080541,-1.29587861203385,0.0605732174026833,-0.7661152647963672,-0.993653861416665,-0.10623478887478606
12108,0,201407040612,-0.3849547118211292,-1.4698086549251566,-0.2512548709855321,-0.8990408638232579,-0.9552583950276214,-0.13296777938147775
12108,0,201407040648,-0.3355190347429917,-0.7546443056863013,-0.04281363543191162,-0.7532151051860083,-0.5713037311371851,-0.21392142313095894
12108,0,201407040724,-0.3348227576010461,-0.4268544405919011,-0.7376177539439799,-0.7285919868422817,-0.8400719958604903,-0.22766062460802985
12108,0,201407040800,-0.3027940090715485,-0.8170925852461124,-0.7331710075855021,-0.6770894484739292,-0.5329082647481411,-0.24260591268485715
12108,0,201407040836,-0.27215781482594203,-0.6932421755993255,-1.1806248599072735,-0.7563543075246507,-0.8016765294714469,-0.1773313947322086
12108,0,201407040912,-0.3027940090715485,-0.5805912771953841,-0.8493422562007202,-0.6059178454525203,-0.7632810630824033,-0.2738229526036948
12108,0,201407040948,-0.3174158290524061,-0.39460617553858696,-0.8037631060263284,-0.6919516095459395,-0.2257445336357924,-0.2307418170538565
12108,0,201407041024,-0.2888684662326365,-0.555796454062557,-0.7176073953308316,-0.7207930310322168,-0.07216266807961773,-0.10218363426907852
12108,0,201407041100,-0.2812094176712349,-0.6935692452525158,-0.6597996926706277,-0.660559586159515,0.0046282646984698505,-0.2398302930435753
12108,0,201407041136,-0.26171365769675803,-0.1896437269025829,-0.4346831582727182,-0.6247040094478336,0.27339652942177506,-0.2553126484738449
12108,0,201407041212,-0.25753599484508444,-0.0775154401093703,-0.01835653046028745,-0.5336671416272029,0.5037693277560368,-0.2399668748274248
12108,0,201407041248,-0.2916535748004189,-0.4356171902933445,-0.2595925204076765,-0.5865430810187113,0.0814191974765569,-0.2442240595816512
12108,0,201407041324,-0.23316629487698845,-0.3755350713365805,-0.2718210728934896,-0.6322086650386506,-0.1873490672467483,-0.19120486304764006
12108,0,201407041400,-0.19974499206359966,0.10937903456680466,0.20342494416876455,-0.5007055170714573,0.2350010630327315,-0.15563572560952807
11087,0,201007121036,-0.19974499206359966,1.3484775785855914,-0.5119453762512602,-0.4127097515163865,-0.3025354664138794,0.06834914012180733
11087,0,201007121112,-0.19556732921192604,0.7877190252786437,-0.3196235962471195,-0.4819193530761439,-0.3409309328029229,0.058728226669624226
11087,0,201007121148,-0.2401290662964445,0.8837881715168766,-0.3879923215087068,-0.4199201068879558,-0.2257445336357924,0.15372664470072112
11087,0,201007121224,-0.26032110341286685,0.584812134283658,-0.3868806349190874,-0.387792332953412,-0.4177218655810105,0.2119336340755268
11087,0,201007121300,-0.2477881148578461,0.624239465015985,-0.15009139133017513,-0.4340465174118467,-0.5713037311371851,0.056276699396798927
11087,0,201007121336,-0.23873651201255325,0.7686183839493661,-0.5464076605294585,-0.6465312757087067,-0.7248855966933593,0.018344002614442644
11087,0,201007121412,-0.24500300629006366,0.8174068227732073,-0.09784212161806743,-0.5949306372672717,-0.5713037311371851,0.041593000160225865
11087,0,201007121448,-0.2289886320253149,0.7996382338420535,-0.7642982320948429,-0.7388924945159522,-0.5713037311371851,-0.05851913245601841
11087,0,201007121524,-0.2352551263028253,0.9232644906554079,-0.7342826941751215,-0.7305539883039333,-0.8016765294714469,-0.0740940857058471
11087,0,201007121600,-0.2429141748642269,1.2761464026580949,-0.8665733983398194,-0.7159861274511706,-0.7632810630824033,-0.13422016489101365
11087,0,201007121636,-0.22202586060585885,1.4252993241095735,-0.9249369442948332,-0.7316330891078415,-0.9552583950276214,-0.11909431106604625
