AR,KEY,time,energy,shear_mean,uj_mean,uhc_mean,GBH_MEAN,ALP_MEAN
11519,0,201207071748,-0.4594911798664058,-2.71333334261126,-0.9199343546415458,0.17093663328840045,-0.7632810630824033,0.05378813299615004
11519,0,201207071748,-0.4594911798664058,-2.71333334261126,-0.9199343546415458,0.17093663328840045,-0.7632810630824033,0.05378813299615004
11519,0,201207071824,-0.4586904611531683,-2.752002382215612,-0.540293384286552,0.14229141194828832,-0.8784674622495339,-0.037223948902930695
11519,0,201207071900,-0.4601944197797708,-2.816702481791721,-0.827108524408334,-0.6163655032358145,-0.5329082647481411,-0.19822146282472555
11519,0,201207072012,-0.4641353484031829,-1.8524265294940545,-1.5558190839037904,-0.31416822810493866,-0.8400719958604903,-0.22915144950293026
11519,0,201207072048,-0.4591778551525302,-1.8593979090307964,-1.707008460092016,-0.40388074493895454,0.0814191974765569,-0.09197009477171764
11519,0,201207072124,-0.4575067900118608,-1.044368326656948,-0.8404487634837656,-0.3833287796281549,0.0046282646984698505,-0.2688921187121765
11519,0,201207072200,-0.4582726948680009,-2.2793028561483406,-0.7909787102457065,0.17127998354418947,-0.7248855966933593,0.02275165882545246
11519,0,201207072236,-0.45541795858602396,-1.6854564423724965,-0.1839978323135642,0.4324223780900073,-0.07216266807961773,0.10538595299992996
11519,0,201207072312,-0.4518669451621014,-0.8147575055226317,-0.29572233457030456,0.2018872063459532,1.041305857202648,-0.009611279110428209
11519,0,201207072348,-0.4536076380169655,-2.2048808221106486,0.6920112003064512,1.7212611382488932,0.31179199581081857,0.3963306169998884
11519,0,201207080024,-0.4556268417286077,-1.6702276347193212,0.4635596061396835,0.8686734030882235,-0.1489536008577048,0.13012346049512458
11519,0,201207080100,-0.4550698200150512,-2.124803302993634,-0.5919868107038505,-0.11968483321873145,-0.7632810630824033,-0.006675928230407008
11519,0,201207080136,-0.4568801405841098,-1.7273963843423858,-0.3551975671149372,-0.4096686492508265,-0.1489536008577048,0.21514677841422508
