AR,KEY,time,energy,shear_mean,uj_mean,uhc_mean,GBH_MEAN,ALP_MEAN
11459,0,201204212048,-0.35153340900774044,-0.5217721534506853,-0.0033487615004262447,0.2260198243242671,1.041305857202648,-0.2271906906737678
11459,0,201204212124,-0.33412648045910043,-0.5856789701801018,0.22010024301305448,0.2647693531918846,1.1564922563697788,-0.2234358490906492
11459,0,201204212200,-0.3849547118211292,-0.9504128860628968,-0.0050162913848549465,-0.4567076342939218,-0.0337672016905742,-0.2588846093633345
11459,0,201204212236,-0.396861050948399,-0.38634751242031695,-0.0950629051440193,-0.01952465860142107,0.31179199581081857,-0.15464724388573545
11459,0,201204212312,-0.3988106269458467,-0.23556685854755186,-0.24625228133224505,0.039237285175041936,0.27339652942177506,-0.2276675694444968
11459,0,201204212348,-0.4193508026332419,-0.6182185927501499,-0.6875918574111112,-0.06469974225594748,0.15821013025464395,-0.15978179298028364
11459,0,201204220024,-0.43982135060644256,-0.9183268179175216,0.45021936706425103,0.7564469194817565,1.578842386649259,-0.23907793575965816
11459,0,201204220100,-0.4259654354817251,-0.10399408533025152,0.006100574511337684,0.7278507481781855,2.3083562480410875,-0.2586045009591684
11459,0,201204220136,-0.4314660249030953,0.04268543619199156,-0.39632997093085226,0.31185738827152115,1.7708197185944774,-0.2578637184026962
11459,0,201204220212,-0.4348081551844342,-0.7079032940747183,-0.6325633712249553,-0.1288571900519523,0.9261194580355164,-0.2505276561481321
11459,0,201204220248,-0.44504342917103457,-0.6646689672627369,-0.5580803697204614,0.34167981048862434,1.8092151849835207,-0.2655192431347389
11459,0,201204220324,-0.4394035843212752,-0.3666477922832305,-0.8977006228491599,0.2377427830576349,1.0797013235916917,-0.2527106497442362
11459,0,201204220400,-0.4409353940335555,-1.2885876757717605,-0.3729845525488466,-0.4455242259625082,0.0814191974765569,-0.15534635742340613
11459,0,201204220436,-0.4169834603506268,-0.5191126799113285,-0.40522346364780604,-0.2632542901750816,0.4653738613669932,-0.2089836444029737
11459,0,201204220512,-0.4331370900437648,-0.8572524779014741,-0.6125530126118071,-0.21729440593589466,0.6573511933122119,-0.22214410950780072
11459,0,201204220548,-0.442119065174863,-1.0647279494423203,-1.853751089921765,-0.3528687069360149,0.04302373108751338,-0.2544213944605893
11459,0,201204220624,-0.4384287963225513,-1.2687113503719702,-0.7303917911114539,-0.3744016729776404,0.27339652942177506,-0.25829892815462363
11459,0,201204220700,-0.4485248148807625,-1.3903255833590629,-0.2684860131246313,-0.8056986442851866,-0.6096991975262287,-0.1310764689169846
11459,0,201204220736,-0.4453219400278128,-1.3662224641718268,0.8459797929687252,0.44385103660412734,1.1180967899807353,-0.11948553685368316
11459,0,201204220812,-0.4545824260156893,-1.4294509561422208,-0.255701617344009,-0.4662233413829318,-0.6096991975262287,-0.2122685520518303
11459,0,201204220848,-0.4506832740207939,-0.8066593926431833,-0.4402415912208145,-1.0361847659926993,-1.6079813236413631,0.7691016591986717
11459,0,201204220924,-0.4407265108909718,-0.7346949093444828,-0.6614672225550573,-0.8465082746875382,-0.993653861416665,0.4683763505077909
11459,0,201204221000,-0.4527024777324362,0.5907360264289072,-0.6736957750408694,-0.991353032593962,-1.5695858572523194,-0.20218927939283
