AR,KEY,time,energy,shear_mean,uj_mean,uhc_mean,GBH_MEAN,ALP_MEAN
11756,0,201305221448,-0.012446440880233237,0.7775334505440508,-0.3140651632990232,-0.19164123682480105,-0.0337672016905742,-0.12605072226041827
11756,0,201305221448,-0.012446440880233237,0.7775334505440508,-0.3140651632990232,-0.19164123682480105,-0.0337672016905742,-0.12605072226041827
11756,0,201305221524,-0.06536350366809887,0.5705832664512478,-0.28071456561044433,-0.26948364481582515,-0.0337672016905742,-0.18772087008673166
11756,0,201305221600,-0.09808852933954207,0.2950665007808624,-0.13230440589626574,-0.12890624008849366,0.15821013025464395,-0.10429486455502444
11756,0,201305221636,-0.038208695132220465,0.7561518637384858,-0.6292283114560969,-0.22146365904190424,0.04302373108751338,-0.1323172796990756
11756,0,201305221712,-0.006179946602722843,0.4065768749882505,-0.2796028790208249,-0.11865478245136438,0.11981466386560045,-0.1387435683764722
11756,0,201305221824,-0.026371983719145262,0.15382407484641472,0.41353370960681374,0.08446141886610951,0.6189557269231674,-0.13050930727218554
11756,0,201305221900,-0.10435502361705247,-0.17649527984398808,0.7359228205964136,0.052382694968107185,1.1180967899807353,-0.14816308157111446
11756,0,201305221936,-0.12106567502374685,-0.1297927591229946,0.5574971229625145,-0.07637365095277397,0.6957466597012554,-0.147250993048458
11756,0,201305222012,-0.021498043725526057,0.3632150342365896,0.44632846400058335,0.08156746671017352,0.6957466597012554,-0.08143940774236706
11756,0,201305222048,-0.02706826086109086,0.4674148150693139,0.3529467904725616,0.036686683274894966,0.3885829285889061,-0.11219577350889856
11756,0,201305222124,-0.010357609454396458,0.4904504810020244,0.4513310536538704,-0.19811584164825108,0.35018746219986263,-0.1119156651047325
11756,0,201305222200,-0.012446440880233237,0.9565751660390795,0.03500442584143968,-0.3081350736103602,0.0046282646984698505,-0.1260298877510175
11756,0,201305222236,-0.057008177964751626,0.8965993601571253,-0.1300810327170278,-0.3213295334399668,0.04302373108751338,-0.1436373631401669
11756,0,201305222312,-0.05213423797113249,0.9839752255472514,0.1967548246310488,-0.18021257831068088,0.196605596643688,-0.1306852431293477
11756,0,201305222348,-0.034727309422492435,0.7845236638588083,0.13283284572793924,-0.03448491974651409,0.2350010630327315,-0.16400193860668635
11756,0,201305230024,0.016100921939536356,0.8528585796751169,0.012214850754244208,-0.1625545651558172,0.11981466386560045,-0.11899708335550925
11756,0,201305230100,-0.01383899516412448,0.35988073511008195,0.02388755994524705,-0.0907943616959128,0.35018746219986263,-0.1033341621770995
11756,0,201305230136,-0.006876223744668495,0.5042490536110278,-0.033920142714956934,-0.14553420247599025,0.4269783949779497,-0.0638689714810413
11756,0,201305230212,0.01818975336537313,0.32353411646038016,-0.03169676953571899,-0.2351486192369235,0.196605596643688,-0.08963199982785215
11756,0,201305230248,0.046737116185142716,0.5422648801603791,0.23510801197291475,-0.17942777772602034,0.4269783949779497,-0.16600899634562832
11756,0,201305230324,0.03907806762374115,0.6323811117101913,0.6208632585708148,0.09706727825722056,0.6573511933122119,-0.18302384568959992
11756,0,201305230400,0.07806958757269475,0.6957199305113655,0.7642708286317063,0.425898723230016,0.8493285252574295,-0.15937667751971285
11756,0,201305230436,0.09617279326328028,0.8387828520705056,1.2623064207811558,0.40667110890583097,1.1948877227588224,-0.17775734470218013
11756,0,201305230512,0.12332760179915872,0.7572185965752736,1.515215119919549,0.9003597266938956,1.962797050539695,-0.1882417328217512
11756,0,201305230548,0.0829435275663139,0.4923831559602531,1.5791370988226583,1.2205093151988828,2.0779834497068257,-0.1530777108442099
11756,0,201305230624,0.14143080748974438,0.5733876468728238,1.1261248135527904,1.3935087940800062,1.9244015841506517,-0.059361772614005534
11756,0,201305230700,0.2277691730909987,0.9569760270520354,1.0316314534351492,1.4324054730572473,1.6556333194273456,0.0016787100393063927
11756,0,201305230736,0.2263766188071075,1.0157018052412137,0.7487072163770359,1.2990874737380262,1.3100741219259529,-0.014618506203082703
11756,0,201305230812,0.2855601758724836,1.1438861450848143,0.6692216252192549,1.4918050673087473,1.38686505470404,-0.00890753568177959
11756,0,201305230848,0.2646718616141156,1.1799736191823662,0.6275333781085306,1.2314474733475902,1.1564922563697788,-0.07032072455881662
11756,0,201305230924,0.2855601758724836,1.2476054072860905,0.5958503103043804,1.2269348699857916,1.041305857202648,-0.009713136711943146
11756,0,201305231000,0.33429957580867553,1.2943283055373958,0.7298085443535071,1.0668846007515684,1.1564922563697788,-0.09559992929843156
11756,0,201305231036,0.2716346330335715,1.1085901013311985,0.6497671099009168,0.9223341430643924,0.810933058868386,-0.019845653117189915
11756,0,201305231112,0.2437835473557476,1.092082963859812,1.1416884258074609,1.0748307066712572,1.1564922563697788,0.13148927833362026
