AR,Level,time,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,AVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
11909,0,201312041748,-0.5692302526847427,-0.4811060877244621,-0.585919117162934,-0.7798446693610108,-0.4943617672393344,-0.6503647155173524,-0.4717311783875455,0.10958739161225356,0.04013830319267196,0.502751534752667
11909,0,201312041748,-0.5692302526847427,-0.4811060877244621,-0.585919117162934,-0.7798446693610108,-0.4943617672393344,-0.6503647155173524,-0.4717311783875455,0.10958739161225356,0.04013830319267196,0.502751534752667
11909,0,201312041824,-0.5690261738235379,-0.4776172417051941,-0.5601996857352588,-0.7688607326473307,-0.3168486029492868,-0.6365173054772094,-0.470743912453829,0.044031697431086016,0.16484813469944387,0.4656094492606596
11909,0,201312041924,-0.5680842290062602,-0.4549397425799518,-0.5184056096652866,-0.7504919286990658,-0.3451058005301515,-0.6042066820502093,-0.4817250038396266,-0.12296730833179975,-0.011058621849866614,0.5604196056973386
11909,0,201312042000,-0.5905725539407886,-0.4549397425799518,-0.5473399700214212,-0.7616173895495786,-0.3813329769158755,-0.6088224853969236,-0.4944276855594222,-0.1194319721973974,0.21485096058672898,0.6182429988802421
11909,0,201312042036,-0.5771153721052424,-0.4427287815125136,-0.5409101121645024,-0.7790801265455092,-0.4429191767716063,-0.6042066820502093,-0.4762583455130877,-0.06950121463721369,0.10151594334171024,0.5558755319870747
11909,0,201312042112,-0.5969841942319641,-0.4427287815125136,-0.5569847568067994,-0.7545430478802412,-0.3943747604147361,-0.6088224853969236,-0.4816151367190111,-0.0397446033686601,0.2563684281121596,0.6166566887970067
11909,0,201312042148,-0.5900489410987724,-0.4340066664643435,-0.5601996857352588,-0.7236431898866692,-0.4965353978224778,-0.6134382887436379,-0.4891752075426108,0.034162764645819584,0.3974510477748626,0.6383038716843679
11909,0,201312042224,-0.5854549047563038,-0.4357510894739775,-0.5441250410929618,-0.6904882937069714,-0.5218944212924846,-0.6088224853969236,-0.4946427305107076,0.03075033369659371,0.2185025547660774,0.6073747419853749
11909,0,201312042300,-0.5676588019894493,-0.4427287815125136,-0.5376951832360429,-0.7828915927058698,-0.5160980730707688,-0.5995908787034949,-0.5023490855392964,0.02470902873800781,0.19753896248170025,0.5254586947291202
11909,0,201312042336,-0.5819723718685922,-0.44970647355104976,-0.5441250410929618,-0.765918352668092,-0.5631934023722099,-0.6042066820502093,-0.4963956754780397,-0.001937110777777953,0.14107033883551925,0.577523848720885
11909,0,201312050012,-0.5807455663365401,-0.4619174346184879,-0.5505548989498805,-0.764013193576714,-0.5131998989599108,-0.6042066820502093,-0.5105534872517951,-0.042041692547367886,0.39954073026584297,0.5402337447288107
11909,0,201312050048,-0.5961306527753567,-0.47238397267629206,-0.5601996857352588,-0.7694821809274918,-0.5820315340927864,-0.6088224853969236,-0.5153827287880677,-0.05927929627051825,0.07976283851307546,0.4871984967482733
11909,0,201312050124,-0.606230771931646,-0.4863393567533642,-0.5634146146637181,-0.7772444472976151,-0.4827690707959027,-0.6042066820502093,-0.511930969460031,-0.12686821307256824,-0.1549041048916791,0.3804738744630871
11909,0,201312050200,-0.5928093836318548,-0.4898282027726322,-0.5601996857352588,-0.7547721201466729,-0.6414441033653738,-0.6042066820502093,-0.5204355322477898,-0.14392839232672636,-0.06400993948597937,0.39630103089048
11909,0,201312050236,-0.5940838587830151,-0.5002947408304363,-0.5666295435921775,-0.7827297826730432,-0.6001451222856484,-0.5995908787034949,-0.5230008812762671,-0.19636034221964035,0.21252775373191266,0.370815299201773
11909,0,201312050312,-0.5907019848842585,-0.5002947408304363,-0.5666295435921775,-0.7492475891942483,-0.5805824470373575,-0.5995908787034949,-0.5276818625729264,-0.2284679821867693,-0.12837541067788805,0.3775335308405925
11909,0,201312050348,-0.6148307336229142,-0.5107612788882405,-0.5987788328767716,-0.7786301201815056,-0.5660915764830678,-0.6088224853969236,-0.5390903275721437,-0.2408421847392785,-0.14142762517112975,0.3595914783682008
11909,0,201312050424,-0.6109679824171346,-0.5142501249075085,-0.5955639039483122,-0.7782980037795241,-0.5363852918467742,-0.6042066820502093,-0.5384914252540765,-0.26910087683595746,-0.20123564004473274,0.2341470953862124
11909,0,201312050500,-0.6026339041940462,-0.5125057018978746,-0.5891340460913933,-0.7540926254521628,-0.4805954402127592,-0.5949750753567807,-0.5362137692707227,-0.2999792382946311,0.10688172976900448,0.24405058148050626
11909,0,201312050536,-0.6008571809075202,-0.5142501249075085,-0.5794892593060151,-0.7572327481894,-0.543630727123919,-0.5949750753567807,-0.5483921717896374,-0.30075627467948035,0.16031206116203078,0.2777602487164409
11909,0,201312050612,-0.6120758985601159,-0.5159945479171425,-0.5827041882344746,-0.7652717316648887,-0.5131998989599108,-0.5995908787034949,-0.541996514257613,-0.2843290234883588,-0.1053674487419108,0.267956467483265
11909,0,201312050648,-0.6350855284586069,-0.5299499319942147,-0.6373579800182844,-0.7444400418226225,-0.5363852918467742,-0.6226698954370665,-0.5498305136395016,-0.19838797477085493,0.2004061924876951,0.23673720562084
11909,0,201312050724,-0.6443845629408924,-0.5404164700520189,-0.6630774114459596,-0.78091802701686,-0.5957978611193616,-0.6319015021304952,-0.5496884879205947,-0.1687536841518109,0.052240203759155335,0.15653807430599265
11909,0,201312050800,-0.6571110656873019,-0.5421608930616529,-0.6855819139451753,-0.7443065896939017,-0.724766609052539,-0.6411331088239237,-0.5534496048739814,-0.13850277520777968,-0.040877089193800176,0.15471640273292253
11909,0,201312050836,-0.6817331677421936,-0.5508830081098229,-0.6952267007305535,-0.7378303007953578,-0.8067849363898182,-0.6457489121706379,-0.5593288853210697,-0.18124135342786374,0.043912238450632,0.16960631726800648
11909,0,201312050912,-0.682936355784774,-0.5543718541290911,-0.6920117718020941,-0.7539212426600648,-0.8180153610693925,-0.6457489121706379,-0.5608685146202318,-0.23262389717353796,0.010201800028026016,0.15727365350844766
11909,0,201312050948,-0.6881451753349163,-0.5561162771387251,-0.7080864164443911,-0.7734234746154471,-0.8199716285942217,-0.6503647155173524,-0.5663550485785577,-0.20530906555531248,-0.0245958415839306,0.09516205305550722
11909,0,201312051024,-0.7036752356943333,-0.5613495461676271,-0.7080864164443911,-0.7325559302196447,-0.7617183289659775,-0.6549805188640666,-0.566948148191059,-0.2491382895104335,-0.12719413760345688,0.09825687957535492
11909,0,201312051100,-0.7133958833790336,-0.5648383921868952,-0.7177312032297692,-0.7417396119119467,-0.7001321291102467,-0.6549805188640666,-0.5822742616152082,-0.28158574988424656,-0.2638621458172048,0.10202296528091613
11909,0,201312051136,-0.718961903683632,-0.5665828151965293,-0.7177312032297692,-0.7798672331919422,-0.6530367998088055,-0.6549805188640666,-0.5837722890144802,-0.2962349056076192,-0.110561311870466,0.04376002253305161
11909,0,201312051212,-0.7351524028330145,-0.5630939691772612,-0.7305909189436068,-0.7641357056645921,-0.6247796022279408,-0.6595963222107809,-0.5793930120012882,-0.2893649581152657,-0.12502403648265012,0.047983350225761626
