AR,Level,time,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,AVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
12401,0,201508141200,-0.9907989375397562,-0.8209196900011698,-1.0810181721456813,-0.3124081889436277,-0.3675666498893004,-0.976240431795382,-1.128917387062638,-0.7530577560933369,-0.2228724311558136,-1.1712861036252835
12401,0,201508141236,-0.997960465566638,-0.824931862923328,-1.0842331010741408,-0.3268759944328869,-0.3950993039424506,-0.975317271126039,-1.122770412577967,-0.8064409029837947,-0.2687651708361517,-1.281270416649055
12401,0,201508141312,-1.016443052476156,-0.824059651418511,-1.093877887859519,-0.3327417809912915,-0.37263845458330175,-0.975317271126039,-1.1200412498746022,-0.8165197628070187,-0.23269387249069445,-1.2147338331761897
12401,0,201508141348,-1.0024605675993081,-0.8200474784963527,-1.0842331010741408,-0.3342794112789838,-0.3393094523084357,-0.9725477891180104,-1.1157597107295758,-0.790976384422673,-0.147422965873184,-1.2313349060687644
12401,0,201508141424,-0.9810992456326508,-0.8203963630982796,-1.0488688828610873,-0.2878901425115009,-0.20309526909811346,-0.9623930217552391,-1.1022108007776583,-0.8416448021364649,-0.17841416753005124,-1.176518569382863
12401,0,201508141500,-0.9973033477948264,-0.8207452477002064,-1.0649435275033845,-0.354935601125409,-0.3610457581398701,-0.9647009234285959,-1.103118382154426,-0.8236667420319423,-0.1867977244811852,-1.2698539229081889
12401,0,201508141536,-1.0019607136578594,-0.8251063052242914,-1.0681584564318438,-0.3954072948910003,-0.41611106624617056,-0.9688551464406392,-1.0858611904103277,-0.8070270013893664,-0.2007626177717264,-1.1644906379004265
12401,0,201508141612,-0.9983864882241243,-0.8305140165541569,-1.077803243217222,-0.4025133825296514,-0.4595836779090393,-0.9633161824245821,-1.0807353373799269,-0.8587705686783603,-0.2314912166353691,-1.2852204652596433
12401,0,201508141648,-0.9862434629623684,-0.8313862280589741,-1.055298740718006,-0.3951854884027204,-0.3733629981110162,-0.9522382543924676,-1.0629914869385646,-0.9247653398083896,-0.2774789051909415,-1.2606735142548546
12401,0,201508141724,-0.9726725406932708,-0.8340028625734249,-1.039224096075709,-0.3687799268741502,-0.37626117222187416,-0.9360829426789676,-1.0736843614379206,-1.0214598836284845,-0.44164131284222574,-1.311857242522685
12401,0,201508141800,-0.9819568206724136,-0.8334795356705348,-1.023149451433412,-0.4336359779178353,-0.41611106624617056,-0.9185428899614532,-1.0671219261790714,-1.1079859237125815,-0.5914727188344397,-1.323868608066744
12401,0,201508141836,-0.9738948241311106,-0.8381894777965465,-1.023149451433412,-0.454195249278076,-0.5313134871527728,-0.9162349882880959,-1.07019942515598,-1.1644978920040423,-0.4507237207817094,-1.3863654070814877
12401,0,201508141912,-1.000173189869344,-0.843597189126412,-1.055298740718006,-0.4650186054166306,-0.5356607483190597,-0.931005558997582,-1.0676302797948616,-1.1542896613154026,-0.7725160247665332,-1.429835246638149
12401,0,201508141948,-0.990570196216178,-0.8469115928447167,-1.0649435275033845,-0.4455305429719693,-0.4378473720776049,-0.938852424686996,-1.070450917529939,-1.131139247888511,-0.8697562300072572,-1.4688581330592767
12401,0,201508142024,-0.9995706977957712,-0.8521448618736188,-1.093877887859519,-0.4345962637489863,-0.4697272872970421,-0.9559308970698392,-1.066902036201232,-1.0610196662267966,-1.0185244166843277,-1.5809414682777607
12401,0,201508142100,-1.002097092110091,-0.8535404002813258,-1.1035226746448972,-0.4534970748197617,-0.4834936143236172,-0.9651625037632676,-1.0731271530459212,-1.0226332423533828,-1.5381797364041747,-1.6111826255998776
12401,0,201508142136,-1.0093095471086329,-0.8512726503688017,-1.0970928167879783,-0.4601264479446741,-0.5356607483190597,-0.9563924774045104,-1.0733137740436791,-1.0557086228703718,-1.3130181925274147,-1.5213556654053453
12401,0,201508142212,-1.0187112993050444,-0.8507493234659115,-1.093877887859519,-0.4408519384283151,-0.4479909814656077,-0.9480840313804249,-1.0699713883332402,-1.1161296507716256,-1.0883587493530489,-1.5053310650804046
12401,0,201508142248,-1.0095887672959845,-0.8505748811649482,-1.0842331010741408,-0.4401145463332486,-0.3987220215810231,-0.9406987460256818,-1.0723923048043218,-1.1588756848037935,-1.0369761959407928,-1.521165311729424
12401,0,201508142324,-1.0217821593945415,-0.8516215349707286,-1.0906629589310597,-0.436786721531809,-0.4030692827473099,-0.942083487029696,-1.0712775795809368,-1.1839703163492377,-0.972825001022198,-1.5015401967310302
12401,0,201508150000,-1.0335990729169486,-0.8547614963880698,-1.0970928167879783,-0.515444894062735,-0.5131998989599108,-0.9462377100417392,-1.065244823740418,-1.1976825449029296,-1.4606987634279178,-1.5459248074049208
12401,0,201508150036,-1.0200012488703798,-0.8556337078928868,-1.0874480300026002,-0.5403396493735397,-0.5313134871527728,-0.9443913887030532,-1.0678617124846788,-1.2053251030100796,-0.9899740451157756,-1.6426406210409266
12401,0,201508150112,-1.0168613409874008,-0.8537148425822895,-1.077803243217222,-0.4654369498018746,-0.4248055885787443,-0.9434682280337104,-1.0645803097916229,-1.2076875480481175,-1.3933343213383242,-1.5679080505995369
12401,0,201508150148,-1.0263945761185913,-0.8570292463005941,-1.0874480300026002,-0.6077665377966182,-0.6827430844450991,-0.9466992903764104,-1.0604290696011704,-1.219455847172301,-1.7618358212867586,-1.5281650391558006
12401,0,201508150224,-1.0186733374658237,-0.8566803616986671,-1.0810181721456813,-0.44220199069328797,-0.3414830828915791,-0.9526998347271388,-1.0679750674985495,-1.2069679440819812,-1.3482567643024603,-1.551992557226073
12401,0,201508150300,-1.0199798021330504,-0.8577270155044476,-1.077803243217222,-0.5025218243297896,-0.4784218096296158,-0.9499303527191104,-1.0642002163966282,-1.2383978614670752,-1.7913579075015411,-1.5490566311871463
12401,0,201508150336,-1.0209355691197108,-0.8592969962131183,-1.0745883142887624,-0.5259236325923048,-0.4842181578513317,-0.9536229953964821,-1.0542645656466008,-1.2489127133223523,-1.5737660295088096,-1.5021757176656831
