AR,Level,time,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,AVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
12177,0,201409280536,-0.5626002638672614,-0.5875158913121374,-0.5698444725206371,-0.7732478482766496,-0.6479649951148041,-0.2811004477802084,-0.7102082910739452,-0.9332890818552928,0.0991131968472227,-1.1158951276689284
12177,0,201409280612,-0.5536340596817886,-0.5805381992736014,-0.5280503964506648,-0.7527566468296374,-0.7110002820259639,-0.2580214310466368,-0.707473943555063,-0.9625375336025428,0.02596812085467848,-1.1000068760607973
12177,0,201409280648,-0.5311417005519357,-0.5718160842254313,-0.4862563203806926,-0.7656716508504557,-0.5986960352302195,-0.2395582176597797,-0.6978561987521266,-0.9699864720239246,0.04628077608340311,-1.057169744910584
12177,0,201409280724,-0.4803819429206196,-0.5648383921868952,-0.4283875996684234,-0.7449980576056601,-0.6370968421990869,-0.2349424143130653,-0.6891965243252757,-0.9427816118445382,-0.1421718069374326,-1.0176924290305125
12177,0,201409280800,-0.5314719230077647,-0.5683272382061633,-0.5280503964506648,-0.7067245373787846,-0.6885394326668149,-0.3087952678604941,-0.6855935427282419,-0.8148171583313142,-0.08932227277346756,-0.9916875208330403
12177,0,201409280836,-0.5569811133938898,-0.5875158913121374,-0.6116385485906092,-0.7162537297575869,-0.7291138702188259,-0.3549533013276372,-0.6822171477831949,-0.760370158912123,-0.12731816490807799,-1.1036842125124886
12177,0,201409280912,-0.5728186786084539,-0.5962380063603077,-0.6373579800182844,-0.7350429093133691,-0.6972339549993888,-0.3734165147144944,-0.6748832317964414,-0.7716936741106437,-0.10819704361844364,-1.103239464924196
12177,0,201409280948,-0.5733993088939493,-0.5979824293699416,-0.6405729089467437,-0.7321136391353672,-0.800119135934845,-0.36880071136778003,-0.6803267440224239,-0.7896021864000501,-0.10269953423803396,-1.1342433033239545
12177,0,201409281024,-0.5819728922124505,-0.5927491603410395,-0.6341430510898249,-0.7018333131939946,-0.848011463116772,-0.3641849080210657,-0.6830375753134863,-0.8004968743036968,-0.20134770232011084,-1.0812979310810964
12177,0,201409281100,-0.5800328115628969,-0.5840270452928695,-0.6116385485906092,-0.7133932016817848,-0.8075819342703041,-0.3503374979809229,-0.6802851431338104,-0.8142119563457895,-0.14174838482313126,-0.9824641364542342
12177,0,201409281136,-0.5666316003614209,-0.5840270452928695,-0.6019937618052309,-0.6650177803690863,-0.7450538278285445,-0.3549533013276372,-0.6731260890196279,-0.8103772234284258,-0.1251531942196008,-1.0281583471393347
12177,0,201409281212,-0.5827118784382417,-0.5805381992736014,-0.6148534775190685,-0.6026127329500365,-0.8285212422212526,-0.3641849080210657,-0.6862484899996838,-0.7885302959094256,-0.15659946163632107,-0.9768029368487944
12177,0,201409281248,-0.5832411722108514,-0.5787937762639674,-0.6244982643044468,-0.5830559291967868,-0.6892639761945295,-0.3734165147144944,-0.6830586847028176,-0.7693471904751142,0.07283512245883708,-0.9416600288002362
12177,0,201409281324,-0.5622855109282535,-0.5753049302446994,-0.5987788328767716,-0.6444194342221701,-0.8414181170145703,-0.3780323180612086,-0.6835765443193604,-0.7444164698883772,0.13435989479655067,-0.9046830873072584
12177,0,201409281400,-0.5473647058882277,-0.5718160842254313,-0.5955639039483122,-0.6468015745865777,-0.7262156961079681,-0.3780323180612086,-0.6804389573049274,-0.7281641976598845,0.05459419320794417,-0.8822635267463249
12177,0,201409281436,-0.5446553794871026,-0.5700716612157972,-0.5987788328767716,-0.6646642925639603,-0.7030303032211046,-0.3918797281013516,-0.6768944891876341,-0.6858452397014484,0.0525849114082158,-0.8551333422119954
12177,0,201409281512,-0.5536887631255215,-0.5718160842254313,-0.6084236196621498,-0.6120900511753059,-0.8015682229902739,-0.4057271381414944,-0.6694382987267291,-0.6590394980898745,0.17919110138775718,-0.7808444002377275
12177,0,201409281548,-0.5478123240401699,-0.5665828151965293,-0.6019937618052309,-0.6411094196508279,-0.7682392207154078,-0.4195745481816373,-0.6657897034952321,-0.604796136582032,0.14157756997024207,-0.7189309504957047
