AR,Level,time,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,AVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
11459,0,201204212048,0.1806376915896653,0.007332354973064306,0.3271206985195353,-0.6867714484665539,-0.8357666774983973,-0.01799965701749336,0.5501655074356616,0.06729825928801163,0.403266751591109,0.6447867418333536
11459,0,201204212124,0.20652440674918046,-0.0013897600751058927,0.3335505563764541,-0.7318671492120109,-0.8511994546387157,-0.01799965701749336,0.5400437302021711,0.09027404208781517,0.2732364823735705,0.5749146324373283
11459,0,201204212200,0.18272214623395933,-0.022322836190714183,0.3110460538772383,-0.7427074148315695,-0.7667901336599788,-0.027231263710921858,0.5162626793592995,0.0898847103171759,0.4319244855285009,0.4775960910620192
11459,0,201204212236,0.16167942224133766,-0.02581168220998219,0.2853266224495631,-0.7760882885366059,-0.4733500049356145,-0.03646287040435037,0.4915787404747126,0.0882141407819027,0.5539082097954701,0.4534163664165535
11459,0,201204212312,0.17827271038885134,-0.024067259200348128,0.34319534316183226,-0.7825952837601244,-0.5233435083479135,-0.013383853670778914,0.49033883436801,0.02211324183328015,0.3581515594257838,0.484658938394936
11459,0,201204212348,0.19103485362870487,-0.0293005282292502,0.3624849167325887,-0.7623397318335541,-0.4436437202993208,-0.004152246977350411,0.5060852212320377,-0.011686750569705877,0.457619179533086,0.421825247094699
11459,0,201204220024,0.15794632848164886,-0.04674475832559048,0.3271206985195353,-0.6652123707433404,-0.3595966710844411,-0.004152246977350411,0.5020591265302198,-0.0756707834222371,0.2542222929269862,0.4564465931393666
11459,0,201204220100,0.15715331831998652,-0.03453379725815227,0.3271206985195353,-0.6925636788751796,-0.3646684757784425,0.0050793597160782855,0.5147547748207348,-0.05793748390972691,0.3384385189908515,0.4497235905102939
11459,0,201204220136,0.13475787782500162,-0.04325591230632235,0.3046161960203195,-0.7593081385425369,-0.5059544636827661,-0.004152246977350411,0.5372807402939994,-0.04869320741133886,0.3776524582777759,0.4442515518332124
11459,0,201204220212,0.12717854918576302,-0.03104495123888426,0.2756818356641849,-0.7689337418929463,-0.599420578757934,0.0004635563693640339,0.5533540122307228,0.004133084557934371,0.3145640700871086,0.44153785233564624
11459,0,201204220248,0.12508079210377548,-0.01708956716181211,0.2660370488788067,-0.7038525606629599,-0.8084513865035614,0.0050793597160782855,0.5704248681570863,0.03801578995078173,0.2612842971505033,0.47906163177316
11459,0,201204220324,0.13674682794538354,0.003843508953796179,0.2821116935211037,-0.7515190128132271,-0.7211438914139666,0.028158376449649736,0.579520057985874,0.011317924993083915,0.21737176084050494,0.5531365639115026
11459,0,201204220400,0.10072225339562496,0.007332354973064306,0.2724669067357255,-0.738775082896073,-0.7414311101899721,0.04200578648979268,0.59005513388401,-0.0389256283390728,0.2367845633527508,0.6126347366512185
11459,0,201204220436,0.09354301408814704,0.005587931963430243,0.2821116935211037,-0.7225215929874272,-0.6805694538619558,0.05585319652993544,0.5864009867435624,-0.10081492633163652,0.1424594661735675,0.6117275490524465
11459,0,201204220512,0.08640980990789279,-0.022322836190714183,0.2853266224495631,-0.677935997167487,-0.6291268633942276,0.05585319652993544,0.5807736668915341,-0.18672673395061326,0.20455220965951854,0.5784352477493248
